sample	Extraction#	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
E_amoena	E	D861-D12	Bargmannia amoena	f632daa2b638bc4fade47c3736a1a081	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca	72	RUN0	261	SILVA	Mysid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca									Eukaryota	90.99	Metazoa	90.99	Ecdysozoa	90.99	Arthropoda	90.99	Crustacea	90.99	Malacostraca	90.99	Eumalacostraca	90.99	Peracarida	54.74	Mysidacea	54.74	Mysida	54.74	Mysidae	54.74	Boreomysinae	36.56	Boreomysis	36.56	Boreomysis arctica	18.37												
E_amoena	E	D861-D12	Bargmannia amoena	e4f931a886f87ae69914a06c1085ab1a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca	50	RUN0	261	SILVA	Mysid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca									Eukaryota	90.99	Metazoa	90.99	Ecdysozoa	90.99	Arthropoda	90.99	Crustacea	90.99	Malacostraca	90.99	Eumalacostraca	90.99	Peracarida	54.74	Mysidacea	54.74	Mysida	54.74	Mysidae	54.74	Boreomysinae	36.56	Boreomysis	36.56	Boreomysis arctica	18.37												
E_amoena	E	D861-D12	Bargmannia amoena	f632daa2b638bc4fade47c3736a1a081	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Peracarida_Mysidacea_Mysida_Mysidae_	72	RUN0	261	GenBank	Mysid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca									Eukaryota	90.99	Metazoa	90.99	Ecdysozoa	90.99	Arthropoda	90.99	Crustacea	90.99	Malacostraca	90.99	Eumalacostraca	90.99	Peracarida	54.74	Mysidacea	54.74	Mysida	54.74	Mysidae	54.74	Boreomysinae	36.56	Boreomysis	36.56	Boreomysis arctica	18.37												
E_amoena	E	D861-D12	Bargmannia amoena	e4f931a886f87ae69914a06c1085ab1a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Peracarida_Mysidacea_Mysida_Mysidae_	50	RUN0	261	GenBank	Mysid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca									Eukaryota	90.99	Metazoa	90.99	Ecdysozoa	90.99	Arthropoda	90.99	Crustacea	90.99	Malacostraca	90.99	Eumalacostraca	90.99	Peracarida	54.74	Mysidacea	54.74	Mysida	54.74	Mysidae	54.74	Boreomysinae	36.56	Boreomysis	36.56	Boreomysis arctica	18.37												
E_amoena	E	D861-D12	Bargmannia amoena	005d972b0a5522a1860dcf3f60a862f0	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Euphausiacea	2	RUN0	272	SILVA	Euphausid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Euphausiacea							Eukaryota	91.93	Metazoa	91.93	Ecdysozoa	91.93	Arthropoda	91.93	Crustacea	91.93	Malacostraca	91.93	Eumalacostraca	91.93	Eucarida	91.93	Euphausiacea	91.93	Bentheuphausiidae	18.38	Bentheuphausia	18.38	Bentheuphausia amblyops	18.38																
E_amoena	E	D861-D12	Bargmannia amoena	005d972b0a5522a1860dcf3f60a862f0	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida	2	RUN0	272	GenBank	Euphausid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Euphausiacea							Eukaryota	91.93	Metazoa	91.93	Ecdysozoa	91.93	Arthropoda	91.93	Crustacea	91.93	Malacostraca	91.93	Eumalacostraca	91.93	Eucarida	91.93	Euphausiacea	91.93	Bentheuphausiidae	18.38	Bentheuphausia	18.38	Bentheuphausia amblyops	18.38																
E_amoena	E	D861-D12	Bargmannia amoena	dc627d6a0634213573e725f04b50bc9c	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	2	RUN0	134	SILVA	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
E_amoena	E	D861-D12	Bargmannia amoena	dc627d6a0634213573e725f04b50bc9c	Eukaryota_Metazoa_Chordata_Tunicata_Ascidiacea_Enterogona	2	RUN0	134	GenBank	Contamination	Chordata	Tunicata	Ascidiacea	Enterogona									Eukaryota	87.92	Metazoa	87.92	Chordata	87.92	Tunicata	87.92	Ascidiacea	87.92	Enterogona	87.92	Aplousobranchia	17.72	Pycnoclavellidae	17.72	Pycnoclavella	17.72	Pycnoclavella aff. detorta TG-2008	17.72																				
E_amoena	E	D861-D12	Bargmannia amoena	4a11544214aef385272ec1e858ec4b0d	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	2	RUN0	166	SILVA	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	90.41	Metazoa	90.41	Chordata	90.41	Tunicata	90.41	Thaliacea	90.41	Salpida	90.41	Salpidae	90.41	Iasis	18.08	Iasis cylindrica	18.08																						
E_amoena	E	D861-D12	Bargmannia amoena	4a11544214aef385272ec1e858ec4b0d	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea_Salpida_Salpidae	2	RUN0	166	GenBank	Salp	Chordata	Tunicata	Thaliacea	Salpida	Salpidae								Eukaryota	90.41	Metazoa	90.41	Chordata	90.41	Tunicata	90.41	Thaliacea	90.41	Salpida	90.41	Salpidae	90.41	Iasis	18.08	Iasis cylindrica	18.08																						
E_amoena	E	D861-D12	Bargmannia amoena	5b82e860a7a787fdac04c5b2ab0ea483	Eukaryota_Metazoa_Cnidaria_Hydrozoa	4	RUN0	166	GenBank	Contamination													Eukaryota	90.77	environmental samples	72.62	uncultured eukaryote	72.62																																		
E_amoena	E	D861-D12	Bargmannia amoena	f2fdae9ce2f6db7e1de1368e444280c8	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	268	RUN0	152	SILVA	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
E_amoena	E	D861-D12	Bargmannia amoena	b3756e02fb316a30e0cd9be2e1af173a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	252	RUN0	152	SILVA	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
E_amoena	E	D861-D12	Bargmannia amoena	339cadfdece9380fccc1386032e6e064	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	2	RUN0	166	SILVA	Mysid	Arthropoda												Eukaryota	87.91	Metazoa	87.91	Ecdysozoa	87.91	Arthropoda	87.91	Crustacea	52.22	Malacostraca	52.22	Eumalacostraca	52.22	Peracarida	16.64	Mysidacea	16.64	Mysida	0	Mysidae	0	Boreomysinae	16.64	Boreomysis	16.64	Boreomysis arctica	16.64												
E_amoena	E	D861-D12	Bargmannia amoena	339cadfdece9380fccc1386032e6e064	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	2	RUN0	166	GenBank	Mysid	Arthropoda												Eukaryota	87.91	Metazoa	87.91	Ecdysozoa	87.91	Arthropoda	87.91	Crustacea	52.22	Malacostraca	52.22	Eumalacostraca	52.22	Peracarida	16.64	Mysidacea	16.64	Mysida	0	Mysidae	0	Boreomysinae	16.64	Boreomysis	16.64	Boreomysis arctica	16.64												
E_amoena	E	D861-D12	Bargmannia amoena	6b1e77f31b52cf6478a2be8142bd8d1f	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	2	RUN0	166	GenBank	Contamination													Eukaryota	90.33	Fungi	18.07	Dikarya	18.07	Ascomycota	18.07	Pezizomycotina	18.07	Dothideomycetes	18.07	Dothideomycetes incertae sedis	18.07	Venturiales	18.07	Venturiaceae	18.07	Venturia	18.07	Venturia pyrina ICMP 11032	18.07																		
E_amoena	E	D861-D12	Bargmannia amoena	f2fdae9ce2f6db7e1de1368e444280c8	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Hoplocarida_Stomatopoda	268	RUN0	152	GenBank	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
E_amoena	E	D861-D12	Bargmannia amoena	b3756e02fb316a30e0cd9be2e1af173a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Hoplocarida_Stomatopoda	252	RUN0	152	GenBank	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
F_lanosa	F	D858-D6	Apolemia lanosa	b0a7852172975c28095c525b25afc695	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea	4	RUN0	166	SILVA	Doliolid	Chordata	Tunicata	Thaliacea										Eukaryota	88.62	Metazoa	88.62	Chordata	88.62	Tunicata	88.62	Thaliacea	71.04	Doliolida	36.47	Doliolidae	36.47	Doliolum	36.47	Doliolum nationalis	36.47																						
F_lanosa	F	D858-D6	Apolemia lanosa	b0a7852172975c28095c525b25afc695	Eukaryota_Metazoa_Chordata_Tunicata_Thaliacea	4	RUN0	166	GenBank	Doliolid	Chordata	Tunicata	Thaliacea										Eukaryota	88.62	Metazoa	88.62	Chordata	88.62	Tunicata	88.62	Thaliacea	71.04	Doliolida	36.47	Doliolidae	36.47	Doliolum	36.47	Doliolum nationalis	36.47																						
F_lanosa	F	D858-D6	Apolemia lanosa	9385ffd5a33a1e431e3efdcb8c80a654	Eukaryota_Metazoa_Chordata_Tunicata	2	RUN0	179	SILVA	Doliolid	Chordata	Tunicata											Eukaryota	88.25	Metazoa	88.25	Chordata	88.25	Tunicata	88.25	Thaliacea	18.32	Doliolida	18.32	Doliolidae	18.32	Doliolum	18.32	Doliolum nationalis	18.32																						
F_lanosa	F	D858-D6	Apolemia lanosa	9385ffd5a33a1e431e3efdcb8c80a654	Eukaryota_Metazoa_Chordata	2	RUN0	179	GenBank	Doliolid	Chordata	Tunicata											Eukaryota	88.25	Metazoa	88.25	Chordata	88.25	Tunicata	88.25	Thaliacea	18.32	Doliolida	18.32	Doliolidae	18.32	Doliolum	18.32	Doliolum nationalis	18.32																						
F_lanosa	F	D858-D6	Apolemia lanosa	9777232af1ab2e3dccd0abf9512dd337	Eukaryota_Metazoa_Cnidaria	2	RUN0	134	GenBank	Contamination													Eukaryota	90.59	environmental samples	36.58	uncultured eukaryote	36.58																																		
F_lanosa	F	D858-D6	Apolemia lanosa	29d6ee04f0419128d28fb69cd360d8b4	Eukaryota_Metazoa_Cnidaria	2	RUN0	134	GenBank	Contamination													Eukaryota	90.59	environmental samples	36.58	uncultured eukaryote	36.58																																		
F_lanosa	F	D858-D6	Apolemia lanosa	9c87678e8afe6f617c907635d83eb795	Eukaryota_Metazoa_Cnidaria	32	RUN0	179	SILVA	Contamination	Cnidaria												Eukaryota	90.38	Metazoa	90.38	Cnidaria	90.38	Hydrozoa	36.19	Hydroidolina	36.19	Anthoathecata	36.19	Filifera	18.14	Stylasteridae	18.14	Leptohelia	18.14	Leptohelia flexibilis	18.14																				
F_lanosa	F	D858-D6	Apolemia lanosa	ab367b7c2968b9bd30d1c8841af399fb	Eukaryota_Metazoa_Cnidaria	8	RUN0	179	SILVA	Contamination	Cnidaria												Eukaryota	90.38	Metazoa	90.38	Cnidaria	90.38	Hydrozoa	36.19	Hydroidolina	36.19	Anthoathecata	36.19	Filifera	18.14	Stylasteridae	18.14	Leptohelia	18.14	Leptohelia flexibilis	18.14																				
F_lanosa	F	D858-D6	Apolemia lanosa	9c87678e8afe6f617c907635d83eb795	Eukaryota_Metazoa_Cnidaria	32	RUN0	179	GenBank	Contamination	Cnidaria												Eukaryota	90.38	Metazoa	90.38	Cnidaria	90.38	Hydrozoa	36.19	Hydroidolina	36.19	Anthoathecata	36.19	Filifera	18.14	Stylasteridae	18.14	Leptohelia	18.14	Leptohelia flexibilis	18.14																				
F_lanosa	F	D858-D6	Apolemia lanosa	ab367b7c2968b9bd30d1c8841af399fb	Eukaryota_Metazoa_Cnidaria	8	RUN0	179	GenBank	Contamination	Cnidaria												Eukaryota	90.38	Metazoa	90.38	Cnidaria	90.38	Hydrozoa	36.19	Hydroidolina	36.19	Anthoathecata	36.19	Filifera	18.14	Stylasteridae	18.14	Leptohelia	18.14	Leptohelia flexibilis	18.14																				
F_lanosa	F	D858-D6	Apolemia lanosa	ebe74d1a27da085bba5a2b3375b42cd7	Eukaryota_Metazoa_Cnidaria_Anthozoa	6	RUN0	261	GenBank	Contamination													Eukaryota	89.00	Ichthyosporea	35.64	Pirum	17.92	Pirum gemmata	17.92																																
F_lanosa	F	D858-D6	Apolemia lanosa	6c813d127e809c9da66caf5ca72d909a	Eukaryota_Metazoa_Cnidaria_Anthozoa_Octocorallia	20	RUN0	134	GenBank	Contamination													Eukaryota	89.29	Alveolata	36.12	Dinophyceae	36.12	Syndiniales	36.12	environmental samples	36.12	uncultured syndiniales	18.06																												
F_lanosa	F	D858-D6	Apolemia lanosa	77937fb4eb94f8c1d888c64eb7d492b7	Eukaryota_Metazoa_Cnidaria_Anthozoa_Octocorallia_Alcyonacea	14	RUN0	134	GenBank	Contamination													Eukaryota	88.38	Alveolata	34.90	Dinophyceae	34.90	Syndiniales	34.90	environmental samples	34.90	uncultured syndiniales	17.45																												
F_lanosa	F	D858-D6	Apolemia lanosa	bec49538685eb4e5c2052f88daf58a83	Eukaryota_Metazoa_Cnidaria_Hydrozoa	6	RUN0	166	GenBank	Contamination													Eukaryota	83.00	environmental samples	83.00	uncultured eukaryote	83.00																																		
F_lanosa	F	D858-D6	Apolemia lanosa	f2fdae9ce2f6db7e1de1368e444280c8	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	6	RUN0	152	SILVA	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
F_lanosa	F	D858-D6	Apolemia lanosa	b3756e02fb316a30e0cd9be2e1af173a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda	16	RUN0	152	SILVA	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
F_lanosa	F	D858-D6	Apolemia lanosa	f2fdae9ce2f6db7e1de1368e444280c8	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Hoplocarida_Stomatopoda	6	RUN0	152	GenBank	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
F_lanosa	F	D858-D6	Apolemia lanosa	b3756e02fb316a30e0cd9be2e1af173a	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Hoplocarida_Stomatopoda	16	RUN0	152	GenBank	Stomatopod	Arthropoda												Eukaryota	91.51	Metazoa	91.51	Ecdysozoa	91.51	Arthropoda	91.51	Crustacea	54.90	Malacostraca	54.90	Eumalacostraca	54.90	Hoplocarida	54.90	Stomatopoda	54.90	Pseudosquillidae	54.90	Raoulserenea	54.90	Raoulserenea ornata	18.30																
G_sirena	G	D860-D6	Erenna sirena	679f18a00f146029aa8faa70ffd4ad83	Eukaryota_Metazoa_Lophotrochozoa_Annelida_Polychaeta_Echiura_Echiuroinea_Echiuridae_Thalassematinae_Thalassema_Thalassema owstoni	98	RUN0	134	SILVA	Contamination	Lophotrochozoa	Annelida	Polychaeta	Echiura	Echiuroinea	Echiuridae	Thalassematinae	Thalassema	Thalassema owstoni				Eukaryota	89.21	Metazoa	89.21	Lophotrochozoa	18.11	Annelida	18.11	Polychaeta	18.11	Echiura	18.11	Echiuroinea	18.11	Echiuridae	18.11	Thalassematinae	18.11	Thalassema	18.11	Thalassema owstoni	90.56																		
G_sirena	G	D860-D6	Erenna sirena	5b68664150487da1e1f079a729c755a6	Eukaryota_Metazoa_Lophotrochozoa_Annelida_Polychaeta_Palpata_Aciculata_Phyllodocida	4	RUN0	134	SILVA	Contamination	Lophotrochozoa	Annelida	Polychaeta	Palpata	Aciculata	Phyllodocida							Eukaryota	89.97	Metazoa	89.97	Lophotrochozoa	89.97	Annelida	71.97	Polychaeta	71.97	Palpata	71.97	Aciculata	71.97	Phyllodocida	71.97	Paralacydoniidae	53.98	Paralacydonia	53.98	Paralacydonia paradoxa	53.98																		
G_sirena	G	D860-D6	Erenna sirena	5b68664150487da1e1f079a729c755a6	Eukaryota_Metazoa_Lophotrochozoa_Annelida_Polychaeta_Palpata_Aciculata_Phyllodocida	4	RUN0	134	GenBank	Contamination	Lophotrochozoa	Annelida	Polychaeta	Palpata	Aciculata	Phyllodocida							Eukaryota	89.97	Metazoa	89.97	Lophotrochozoa	89.97	Annelida	71.97	Polychaeta	71.97	Palpata	71.97	Aciculata	71.97	Phyllodocida	71.97	Paralacydoniidae	53.98	Paralacydonia	53.98	Paralacydonia paradoxa	53.98																		
G_sirena	G	D860-D6	Erenna sirena	e1113ffe7b24495acdb3c0ee35f02ea4	Eukaryota_Metazoa_Porifera_Calcarea_Calcaronea_Leucosolenida	52	RUN0	134	SILVA	Contamination	Porifera	Calcarea	Calcaronea	Leucosolenida									Eukaryota	90.69	Metazoa	90.69	Porifera	90.69	Calcarea	90.69	Calcaronea	90.69	Leucosolenida	90.69	Jenkinidae	36.28	Anamixilla	36.28	Anamixilla sp. Manuel H23	18.14																						
G_sirena	G	D860-D6	Erenna sirena	84ce1192b0c704b427bcc9fa44e1843a	Eukaryota_Metazoa_Porifera_Calcarea_Calcaronea_Leucosolenida	40	RUN0	134	SILVA	Contamination	Porifera	Calcarea	Calcaronea	Leucosolenida									Eukaryota	90.69	Metazoa	90.69	Porifera	90.69	Calcarea	90.69	Calcaronea	90.69	Leucosolenida	90.69	Jenkinidae	36.28	Anamixilla	36.28	Anamixilla sp. Manuel H23	18.14																						
G_sirena	G	D860-D6	Erenna sirena	e1113ffe7b24495acdb3c0ee35f02ea4	Eukaryota_Metazoa_Porifera_Calcarea_Calcaronea	52	RUN0	134	GenBank	Contamination	Porifera	Calcarea	Calcaronea	Leucosolenida									Eukaryota	90.69	Metazoa	90.69	Porifera	90.69	Calcarea	90.69	Calcaronea	90.69	Leucosolenida	90.69	Jenkinidae	36.28	Anamixilla	36.28	Anamixilla sp. Manuel H23	18.14																						
G_sirena	G	D860-D6	Erenna sirena	84ce1192b0c704b427bcc9fa44e1843a	Eukaryota_Metazoa_Porifera_Calcarea_Calcaronea	40	RUN0	134	GenBank	Contamination	Porifera	Calcarea	Calcaronea	Leucosolenida									Eukaryota	90.69	Metazoa	90.69	Porifera	90.69	Calcarea	90.69	Calcaronea	90.69	Leucosolenida	90.69	Jenkinidae	36.28	Anamixilla	36.28	Anamixilla sp. Manuel H23	18.14																						
G_sirena	G	D860-D6	Erenna sirena	5f0268f8936a21bff1cbcd0b2ef287a6	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Chelicerata_Arachnida_Acari_Acariformes_Trombidiformes_Prostigmata_Anystina_Parasitengona_Hydracarina_	4	RUN0	134	SILVA	Contamination	Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Prostigmata	Anystina	Parasitengona	Hydracarina			Eukaryota	86.40	Metazoa	86.40	Ecdysozoa	86.40	Arthropoda	86.40	Chelicerata	86.40	Arachnida	86.40	Acari	86.40	Acariformes	86.40	Trombidiformes	86.40	Prostigmata	86.73	Anystina	0	Parasitengona	86.40	Hydracarina	86.40	Hydryphantoidea	17.42	Hydryphantidae	17.42	Partnunia	17.42	Partnunia steinmanni	17.42						
G_sirena	G	D860-D6	Erenna sirena	5f0268f8936a21bff1cbcd0b2ef287a6	Eukaryota_Metazoa_Ecdysozoa	4	RUN0	134	GenBank	Contamination	Arthropoda	Chelicerata	Arachnida	Acari	Acariformes	Trombidiformes	Prostigmata	Anystina	Parasitengona	Hydracarina			Eukaryota	86.40	Metazoa	86.40	Ecdysozoa	86.40	Arthropoda	86.40	Chelicerata	86.40	Arachnida	86.40	Acari	86.40	Acariformes	86.40	Trombidiformes	86.40	Prostigmata	86.73	Anystina	0	Parasitengona	86.40	Hydracarina	86.40	Hydryphantoidea	17.42	Hydryphantidae	17.42	Partnunia	17.42	Partnunia steinmanni	17.42						
G_sirena	G	D860-D6	Erenna sirena	aa3e1a294eea9942067ef28480dba999	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	2	RUN0	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata				Eukaryota	91.17	Metazoa	91.17	Chordata	91.17	Craniata	91.17	Vertebrata	91.17	Euteleostomi	91.17	Actinopterygii	91.17	Neopterygii	91.17	Teleostei	91.17	Neoteleostei	91.17	Acanthomorphata	91.17	Pelagiaria	18.29	Scombriformes	18.29	Scombridae	18.29	Auxis	18.29	Auxis rochei	18.29								
G_sirena	G	D860-D6	Erenna sirena	aa3e1a294eea9942067ef28480dba999	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	2	RUN0	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata				Eukaryota	91.17	Metazoa	91.17	Chordata	91.17	Craniata	91.17	Vertebrata	91.17	Euteleostomi	91.17	Actinopterygii	91.17	Neopterygii	91.17	Teleostei	91.17	Neoteleostei	91.17	Acanthomorphata	91.17	Pelagiaria	18.29	Scombriformes	18.29	Scombridae	18.29	Auxis	18.29	Auxis rochei	18.29								
G_sirena	G	D860-D6	Erenna sirena	6900004afd4df7a6635d6438e9ceea15	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	8	RUN0	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
G_sirena	G	D860-D6	Erenna sirena	cb09b5c81ac7c6856f1385f80438df05	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	10	RUN0	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
G_sirena	G	D860-D6	Erenna sirena	6900004afd4df7a6635d6438e9ceea15	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	8	RUN0	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
G_sirena	G	D860-D6	Erenna sirena	cb09b5c81ac7c6856f1385f80438df05	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	10	RUN0	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.39	Metazoa	91.39	Chordata	91.39	Craniata	91.39	Vertebrata	91.39	Euteleostomi	73.11	Actinopterygii	73.11	Neopterygii	73.11	Teleostei	73.11	Neoteleostei	18.27	Acanthomorphata	18.27	Ovalentaria	18.27	Mugilomorphae	18.27	Mugilidae	18.27	Liza	18.27	Liza ramado 	18.27								
G_sirena	G	D860-D6	Erenna sirena	146d2a6005500a5eb417eb6554d6c120	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Peracarida_Mysidacea_Mysida_Mysidae	18	RUN0	134	SILVA	Mysid	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Mysidacea	Mysida	Mysidae					Eukaryota	90.07	Metazoa	90.07	Ecdysozoa	90.07	Arthropoda	90.07	Crustacea	90.07	Malacostraca	90.07	Eumalacostraca	90.07	Peracarida	90.07	Mysidacea	90.07	Mysida	90.07	Mysidae	90.45	Boreomysinae	36.20	Boreomysis	36.20	Boreomysis arctica	18.14												
